FFT Length,65536
Record Length,32768
FFT Sample Rate,+5.000000E+06,
Delta Frequency,+7.629395E+01,
Start Frequency,+0.000000E+00,
Stop Frequency,+2.500000E+06,
Vertical Units,F1:,Real part,Vrms,Imaginary part,Vrms,Magnitude,dBV,
Model,SDS814X HD
Serial Number,SDS08A0Q809397
Software Version,3.8.12.1.1.3.8
SourceF1:
Frequency,Real part,Imaginary part,Magnitude,Angle
+1.411209E+06,-4.075877E-07,+5.198505E-07,-1.236014E+02,+2.235734E+00
+1.411285E+06,-8.600416E-08,+4.520958E-07,-1.267410E+02,+1.758784E+00
+1.411362E+06,+2.479235E-07,-1.741774E-06,-1.150930E+02,-1.429406E+00
+1.411438E+06,+5.320879E-07,+1.370615E-06,-1.166520E+02,+1.200494E+00
+1.411514E+06,-4.568172E-07,-5.554288E-07,-1.228636E+02,-2.259082E+00
+1.411591E+06,-1.409517E-07,+2.342073E-07,-1.312656E+02,+2.112556E+00
+1.411667E+06,+9.243361E-09,-7.659111E-07,-1.223158E+02,-1.558728E+00
+1.411743E+06,+3.649997E-07,+8.195124E-07,-1.209430E+02,+1.151786E+00
+1.411819E+06,-6.159129E-07,+1.478251E-07,-1.239664E+02,+2.906039E+00
+1.411896E+06,+8.192648E-07,-6.719562E-07,-1.194973E+02,-6.869337E-01
+1.411972E+06,-7.077683E-07,+7.781226E-07,-1.195608E+02,+2.308882E+00
+1.412048E+06,+2.022767E-07,-4.916743E-07,-1.254874E+02,-1.180498E+00
+1.412125E+06,+2.402164E-07,-1.494936E-07,-1.309663E+02,-5.566763E-01
+1.412201E+06,-3.593193E-07,+2.749547E-07,-1.268886E+02,+2.488428E+00
+1.412277E+06,+1.267606E-07,+1.706530E-07,-1.334495E+02,+9.319208E-01
+1.412354E+06,+3.316117E-07,-6.041126E-07,-1.232338E+02,-1.068780E+00
+1.412430E+06,-1.613301E-07,+2.389959E-07,-1.308016E+02,+2.164569E+00
+1.412506E+06,-4.223608E-07,+4.834135E-07,-1.238502E+02,+2.288893E+00
+1.412582E+06,+7.321412E-07,-4.591923E-07,-1.212674E+02,-5.601732E-01
+1.412659E+06,-6.785041E-07,-1.222061E-07,-1.232303E+02,-2.963392E+00
+1.412735E+06,+7.718329E-08,+3.221104E-07,-1.295974E+02,+1.335613E+00
+1.412811E+06,+8.130301E-07,-4.960597E-08,-1.217817E+02,-6.093815E-02
+1.412888E+06,-5.982790E-07,+5.145872E-07,-1.220570E+02,+2.431257E+00
+1.412964E+06,-4.214031E-07,-8.413498E-07,-1.205284E+02,-2.035136E+00
+1.413040E+06,+3.735129E-07,-1.070954E-07,-1.282108E+02,-2.792337E-01
+1.413116E+06,+2.876847E-07,+6.086996E-07,-1.234364E+02,+1.129290E+00
+1.413193E+06,-1.781888E-07,-4.788986E-07,-1.258320E+02,-1.927005E+00
+1.413269E+06,-1.111795E-07,+1.945607E-07,-1.329917E+02,+2.089950E+00
+1.413345E+06,-5.308587E-08,+3.545748E-07,-1.289096E+02,+1.719409E+00
+1.413422E+06,-4.240851E-07,-2.166901E-07,-1.264435E+02,-2.669216E+00
+1.413498E+06,+7.934286E-07,-5.077738E-07,-1.205190E+02,-5.692949E-01
+1.413574E+06,-4.937584E-07,+7.576252E-07,-1.208736E+02,+2.148379E+00
+1.413651E+06,+6.473501E-07,-7.257664E-07,-1.202420E+02,-8.424445E-01
+1.413727E+06,-7.147834E-07,+8.026168E-07,-1.193738E+02,+2.298375E+00
+1.413803E+06,+3.779903E-07,-1.002069E-06,-1.194043E+02,-1.210089E+00
+1.413879E+06,-2.227004E-07,+1.251253E-06,-1.179176E+02,+1.746934E+00
+1.413956E+06,+5.123437E-07,-6.407501E-07,-1.217195E+02,-8.962995E-01
+1.414032E+06,-9.443368E-07,-4.054667E-07,-1.197626E+02,-2.736029E+00
+1.414108E+06,+7.230502E-07,+6.651312E-07,-1.201538E+02,+7.436994E-01
+1.414185E+06,+1.266827E-07,-4.917043E-07,-1.258868E+02,-1.318640E+00
+1.414261E+06,-2.797759E-07,+3.110849E-07,-1.275684E+02,+2.303255E+00
+1.414337E+06,-1.044551E-07,+2.502247E-08,-1.393791E+02,+2.906471E+00
+1.414413E+06,-1.456634E-07,-3.106588E-08,-1.365398E+02,-2.931469E+00
+1.414490E+06,+2.144467E-07,-4.245571E-07,-1.264544E+02,-1.103072E+00
+1.414566E+06,+6.903534E-07,+4.114737E-07,-1.218984E+02,+5.374978E-01
+1.414642E+06,-9.384021E-07,+1.721354E-07,-1.204085E+02,+2.960175E+00
+1.414719E+06,-4.462799E-07,-3.141847E-07,-1.252596E+02,-2.528182E+00
+1.414795E+06,+1.355560E-06,+4.567065E-08,-1.173527E+02,+3.367862E-02
+1.414871E+06,-6.208694E-07,-8.851808E-09,-1.241391E+02,-3.127337E+00
+1.414948E+06,-1.268639E-07,-1.553720E-08,-1.378686E+02,-3.019728E+00
+1.415024E+06,-2.760276E-07,+6.133468E-08,-1.309716E+02,+2.922940E+00
+1.415100E+06,+6.424823E-07,-1.645893E-07,-1.235667E+02,-2.507840E-01
+1.415176E+06,+7.050502E-08,+3.230799E-07,-1.296118E+02,+1.355937E+00
+1.415253E+06,-7.796924E-07,-4.202118E-07,-1.210541E+02,-2.647276E+00
+1.415329E+06,+6.186426E-07,+3.432270E-07,-1.230058E+02,+5.065260E-01
+1.415405E+06,-1.955914E-07,+1.791186E-07,-1.315280E+02,+2.400128E+00
+1.415482E+06,+2.196675E-08,-8.496776E-07,-1.214120E+02,-1.544949E+00
+1.415558E+06,+7.679790E-09,+8.626684E-07,-1.212828E+02,+1.561894E+00
+1.415634E+06,-2.711638E-07,+2.416949E-07,-1.287960E+02,+2.413592E+00
+1.415710E+06,+1.045688E-06,-9.055033E-07,-1.171819E+02,-7.136756E-01
+1.415787E+06,-1.336108E-06,+4.699984E-07,-1.169765E+02,+2.803345E+00
+1.415863E+06,+2.243513E-07,-2.136523E-07,-1.301782E+02,-7.609763E-01
+1.415939E+06,+9.038199E-07,+4.766387E-07,-1.198127E+02,+4.852955E-01
+1.416016E+06,-1.042026E-06,-2.289803E-07,-1.194376E+02,-2.925285E+00
+1.416092E+06,+6.533680E-07,-6.586748E-07,-1.206513E+02,-7.894428E-01
+1.416168E+06,+1.396765E-07,+4.134479E-07,-1.272022E+02,+1.245001E+00
+1.416245E+06,-5.473528E-07,+1.931288E-07,-1.247251E+02,+2.802389E+00
+1.416321E+06,+2.343918E-07,+4.740672E-07,-1.255334E+02,+1.111617E+00
+1.416397E+06,-1.992270E-08,-1.085924E-06,-1.192825E+02,-1.589141E+00
+1.416473E+06,-1.975246E-07,+3.584215E-07,-1.277603E+02,+2.074481E+00
+1.416550E+06,+6.238682E-07,+2.094558E-07,-1.236343E+02,+3.239126E-01
+1.416626E+06,-4.406040E-08,+7.350842E-07,-1.226577E+02,+1.630664E+00
+1.416702E+06,-1.060885E-06,-1.429810E-06,-1.149896E+02,-2.209142E+00
+1.416779E+06,+9.217201E-07,+6.488635E-07,-1.189599E+02,+6.133856E-01
+1.416855E+06,-1.218413E-07,+3.717291E-07,-1.281523E+02,+1.887531E+00
+1.416931E+06,-3.645116E-07,-7.918362E-07,-1.211926E+02,-2.002213E+00
+1.417007E+06,+6.485002E-07,+1.012954E-06,-1.183964E+02,+1.001336E+00
+1.417084E+06,-9.688094E-07,-1.008891E-06,-1.170853E+02,-2.335931E+00
+1.417160E+06,+8.530459E-07,+5.166381E-07,-1.200235E+02,+5.445557E-01
+1.417236E+06,-1.165337E-07,-2.357933E-07,-1.316003E+02,-2.029809E+00
+1.417313E+06,-4.264635E-07,+2.789546E-07,-1.258555E+02,+2.562333E+00
+1.417389E+06,+2.978728E-07,-2.301257E-07,-1.284867E+02,-6.577861E-01
+1.417465E+06,-1.028106E-08,+2.653608E-07,-1.315168E+02,+1.609521E+00
+1.417542E+06,+9.503994E-08,-2.646262E-07,-1.310204E+02,-1.225995E+00
+1.417618E+06,-1.340085E-07,+1.721481E-07,-1.332245E+02,+2.232258E+00
+1.417694E+06,-5.117088E-07,-2.946125E-07,-1.245762E+02,-2.619201E+00
+1.417770E+06,+1.183580E-06,-8.133026E-08,-1.185156E+02,-6.860764E-02
+1.417847E+06,-9.400321E-07,+6.062680E-07,-1.190267E+02,+2.568780E+00
+1.417923E+06,+2.408484E-07,-3.051611E-07,-1.282065E+02,-9.026448E-01
+1.417999E+06,-1.176381E-08,+1.062569E-07,-1.394200E+02,+1.681058E+00
+1.418076E+06,+2.685781E-07,+5.372080E-08,-1.312482E+02,+1.974141E-01
+1.418152E+06,-4.517481E-07,-1.257811E-07,-1.265778E+02,-2.870039E+00
+1.418228E+06,+7.033415E-07,-4.325998E-07,-1.216632E+02,-5.514221E-01
+1.418304E+06,-8.685075E-07,+5.354092E-07,-1.198256E+02,+2.589150E+00
+1.418381E+06,+4.935495E-07,+7.630303E-08,-1.260308E+02,+1.533862E-01
+1.418457E+06,-1.788447E-07,-3.212894E-07,-1.286898E+02,-2.078728E+00
+1.418533E+06,+2.150014E-07,-7.245444E-08,-1.328840E+02,-3.250426E-01
+1.418610E+06,-3.024066E-07,+5.652402E-07,-1.238622E+02,+2.062055E+00
+1.418686E+06,+3.323084E-07,-9.580735E-07,-1.198787E+02,-1.236930E+00
+1.418762E+06,-3.828813E-07,+8.710954E-07,-1.204316E+02,+1.984918E+00
+1.418839E+06,+3.573682E-07,-3.432471E-07,-1.260989E+02,-7.652457E-01
+1.418915E+06,+2.458554E-07,+3.643477E-07,-1.271401E+02,+9.771962E-01
+1.418991E+06,-6.744901E-07,-2.421492E-07,-1.228940E+02,-2.796913E+00
+1.419067E+06,+1.465571E-07,-6.830652E-07,-1.231153E+02,-1.359443E+00
+1.419144E+06,+5.750176E-07,+1.126335E-06,-1.179608E+02,+1.098767E+00
+1.419220E+06,-3.146500E-07,-9.913088E-07,-1.196589E+02,-1.878147E+00
+1.419296E+06,-2.638007E-07,+3.063379E-07,-1.278666E+02,+2.281724E+00
+1.419373E+06,-1.507414E-07,+5.847305E-07,-1.243814E+02,+1.823099E+00
+1.419449E+06,+5.108647E-07,-2.736532E-07,-1.247383E+02,-4.917722E-01
+1.419525E+06,-3.831969E-07,-4.125611E-07,-1.249888E+02,-2.319310E+00
+1.419601E+06,+4.919503E-07,+4.892634E-07,-1.231750E+02,+7.826598E-01
+1.419678E+06,-4.520141E-07,-2.073366E-07,-1.260677E+02,-2.711531E+00
+1.419754E+06,+1.413774E-07,-1.967404E-07,-1.323140E+02,-9.476967E-01
+1.419830E+06,-1.503661E-07,+7.022645E-08,-1.356001E+02,+2.704662E+00
+1.419907E+06,+3.606869E-07,+4.496848E-07,-1.247845E+02,+8.947834E-01
+1.419983E+06,-6.137561E-07,-5.101176E-07,-1.219592E+02,-2.448150E+00
+1.420059E+06,+6.927137E-07,+2.387554E-07,-1.227014E+02,+3.319157E-01
+1.420135E+06,-7.075041E-07,+2.912658E-07,-1.223255E+02,+2.751057E+00
+1.420212E+06,+6.506240E-07,-1.025089E-06,-1.183147E+02,-1.005252E+00
+1.420288E+06,-1.627084E-07,+8.040905E-07,-1.217196E+02,+1.770451E+00
+1.420364E+06,-1.286496E-07,+3.605836E-07,-1.283395E+02,+1.913500E+00
+1.420441E+06,+5.398644E-08,-8.663775E-07,-1.212290E+02,-1.508564E+00
+1.420517E+06,+1.269175E-07,+4.453710E-07,-1.266865E+02,+1.293185E+00
+1.420593E+06,-2.959327E-07,+1.671833E-07,-1.293732E+02,+2.627354E+00
+1.420670E+06,+1.077649E-08,-8.666317E-07,-1.212426E+02,-1.558362E+00
+1.420746E+06,+5.032762E-07,+4.980838E-07,-1.229984E+02,+7.802129E-01
+1.420822E+06,-1.593178E-07,+1.163777E-07,-1.340976E+02,+2.510705E+00
+1.420898E+06,-2.539219E-09,+3.266232E-07,-1.297188E+02,+1.578570E+00
+1.420975E+06,-9.832333E-07,+1.198794E-07,-1.200828E+02,+3.020268E+00
+1.421051E+06,+7.909579E-07,-9.455621E-07,-1.181824E+02,-8.741951E-01
+1.421127E+06,+6.372974E-07,+9.847370E-08,-1.238107E+02,+1.533052E-01
+1.421204E+06,-6.873287E-07,+9.579379E-07,-1.185696E+02,+2.193177E+00
+1.421280E+06,+2.419197E-07,-7.327641E-07,-1.222514E+02,-1.251916E+00
+1.421356E+06,-6.963114E-07,+9.348941E-08,-1.230663E+02,+3.008127E+00
+1.421432E+06,+5.405403E-07,+3.973166E-07,-1.234674E+02,+6.338551E-01
+1.421509E+06,+3.284794E-08,-5.358438E-07,-1.254029E+02,-1.509572E+00
+1.421585E+06,+1.059132E-07,+5.238690E-08,-1.385505E+02,+4.593352E-01
+1.421661E+06,-6.217717E-07,+3.006137E-07,-1.232151E+02,+2.691249E+00
+1.421738E+06,+8.299397E-07,+2.530271E-08,-1.216150E+02,+3.047796E-02
+1.421814E+06,-3.831855E-07,-4.889675E-07,-1.241350E+02,-2.235496E+00
+1.421890E+06,-5.037152E-07,+1.055124E-06,-1.186423E+02,+2.016200E+00
+1.421967E+06,+8.238721E-07,-6.153807E-07,-1.197574E+02,-6.415380E-01
+1.422043E+06,-6.453636E-07,-5.472609E-07,-1.214509E+02,-2.438267E+00
+1.422119E+06,+5.842170E-07,+5.473058E-07,-1.219324E+02,+7.527888E-01
+1.422195E+06,-1.695454E-07,-2.192355E-07,-1.311458E+02,-2.229074E+00
+1.422272E+06,-1.438123E-07,+3.525646E-08,-1.365906E+02,+2.901178E+00
+1.422348E+06,+5.591825E-07,+3.964723E-07,-1.232802E+02,+6.167549E-01
+1.422424E+06,-1.099395E-06,-5.999843E-07,-1.180447E+02,-2.642025E+00
+1.422501E+06,+1.317473E-06,-1.977605E-07,-1.175084E+02,-1.489936E-01
+1.422577E+06,-9.470284E-07,+8.456219E-07,-1.179265E+02,+2.412702E+00
+1.422653E+06,+4.668104E-07,-1.763958E-07,-1.260375E+02,-3.612885E-01
+1.422729E+06,-6.626723E-07,+2.771513E-08,-1.235664E+02,+3.099794E+00
+1.422806E+06,+5.926924E-07,-4.642733E-07,-1.224654E+02,-6.644929E-01
+1.422882E+06,-1.948895E-07,+1.491284E-07,-1.322025E+02,+2.488438E+00
+1.422958E+06,-1.949695E-07,+1.765871E-07,-1.315992E+02,+2.405628E+00
+1.423035E+06,+5.468970E-07,-2.211963E-07,-1.245839E+02,-3.843427E-01
+1.423111E+06,-5.328427E-07,+5.190861E-07,-1.225698E+02,+2.369271E+00
+1.423187E+06,+1.101719E-07,-7.020280E-07,-1.229672E+02,-1.415132E+00
+1.423264E+06,-9.130312E-08,+5.375286E-07,-1.252684E+02,+1.739048E+00
+1.423340E+06,+3.050162E-07,-3.007372E-07,-1.273642E+02,-7.783343E-01
+1.423416E+06,+3.680320E-07,+6.286076E-07,-1.227524E+02,+1.041128E+00
+1.423492E+06,-6.807622E-07,-1.205717E-06,-1.171733E+02,-2.084789E+00
+1.423569E+06,+2.837267E-07,+8.010600E-07,-1.214134E+02,+1.230394E+00
+1.423645E+06,-6.552972E-07,+3.166039E-07,-1.227601E+02,+2.691519E+00
+1.423721E+06,+8.181061E-07,-1.135646E-06,-1.170797E+02,-9.465174E-01
+1.423798E+06,-3.743346E-07,+8.113713E-07,-1.209775E+02,+2.003057E+00
+1.423874E+06,+7.823592E-07,+3.253793E-07,-1.214390E+02,+3.941334E-01
+1.423950E+06,-8.575245E-07,-4.875548E-07,-1.201186E+02,-2.624611E+00
+1.424026E+06,+1.829769E-07,+1.335400E-08,-1.347290E+02,+7.285272E-02
+1.424103E+06,-1.817605E-07,-1.692159E-07,-1.320992E+02,-2.391921E+00
+1.424179E+06,+2.672136E-07,+8.201635E-08,-1.310718E+02,+2.978041E-01
+1.424255E+06,+2.657449E-07,-4.336426E-07,-1.258726E+02,-1.021004E+00
+1.424332E+06,-4.880128E-07,+1.381490E-06,-1.166823E+02,+1.910364E+00
+1.424408E+06,-2.002121E-07,-1.805155E-06,-1.148166E+02,-1.681256E+00
+1.424484E+06,+2.089400E-07,+1.806702E-06,-1.148046E+02,+1.455661E+00
+1.424561E+06,+3.731831E-07,-1.445325E-06,-1.165204E+02,-1.318115E+00
+1.424637E+06,-1.503167E-07,+1.294977E-06,-1.176966E+02,+1.686356E+00
+1.424713E+06,-1.157968E-07,-1.115784E-06,-1.190019E+02,-1.674207E+00
+1.424789E+06,+1.377305E-07,+7.512435E-07,-1.223408E+02,+1.389473E+00
+1.424866E+06,-9.159845E-08,-7.953916E-08,-1.383219E+02,-2.426544E+00
+1.424942E+06,-1.500087E-07,-1.090427E-06,-1.191666E+02,-1.707507E+00
+1.425018E+06,+2.364792E-07,+1.597317E-06,-1.158380E+02,+1.423816E+00
+1.425095E+06,-2.666943E-07,-1.054948E-06,-1.192663E+02,-1.818412E+00
+1.425171E+06,+1.106162E-06,+6.725034E-07,-1.177576E+02,+5.462525E-01
+1.425247E+06,-1.698378E-06,-5.711167E-07,-1.149341E+02,-2.817200E+00
+1.425323E+06,+7.909279E-07,+2.877563E-07,-1.214974E+02,+3.489342E-01
+1.425400E+06,-3.451358E-07,-3.092572E-07,-1.266805E+02,-2.410967E+00
+1.425476E+06,+5.837556E-07,+3.235486E-07,-1.235120E+02,+5.061031E-01
+1.425552E+06,-1.880736E-07,-6.341288E-08,-1.340458E+02,-2.816392E+00
+1.425629E+06,+3.503644E-08,+1.254289E-07,-1.377057E+02,+1.298406E+00
+1.425705E+06,+8.567088E-08,-2.862725E-06,-1.108605E+02,-1.540879E+00
+1.425781E+06,-5.509306E-07,+5.211415E-06,-1.056126E+02,+1.676121E+00
+1.425858E+06,+8.335813E-07,-2.808319E-06,-1.106644E+02,-1.282254E+00
+1.425934E+06,-9.671130E-07,+8.028411E-07,-1.180138E+02,+2.448741E+00
+1.426010E+06,+5.937615E-07,-1.092809E-06,-1.181057E+02,-1.073085E+00
+1.426086E+06,-5.014518E-08,+9.560955E-07,-1.203780E+02,+1.623196E+00
+1.426163E+06,+8.696223E-09,-2.976004E-07,-1.305236E+02,-1.541584E+00
+1.426239E+06,-1.489124E-07,-3.035024E-07,-1.294200E+02,-2.026933E+00
+1.426315E+06,+1.288411E-07,+3.260393E-07,-1.291044E+02,+1.194460E+00
+1.426392E+06,-1.009859E-07,-1.986992E-07,-1.330382E+02,-2.041010E+00
+1.426468E+06,+2.960874E-07,+2.429737E-07,-1.283356E+02,+6.871850E-01
+1.426544E+06,-8.181943E-07,-1.637064E-07,-1.215724E+02,-2.944118E+00
+1.426620E+06,+6.182406E-07,-8.462641E-08,-1.240962E+02,-1.360372E-01
+1.426697E+06,+3.586240E-07,+3.179532E-07,-1.263883E+02,+7.253577E-01
+1.426773E+06,-3.126228E-07,-8.419862E-08,-1.297955E+02,-2.878506E+00
+1.426849E+06,-2.170002E-07,-7.964050E-07,-1.216663E+02,-1.836813E+00
+1.426926E+06,+3.497097E-07,+1.363571E-06,-1.170298E+02,+1.319741E+00
+1.427002E+06,-5.252648E-07,-7.096556E-07,-1.210818E+02,-2.207976E+00
+1.427078E+06,+2.841076E-07,-2.471061E-07,-1.284839E+02,-7.158558E-01
+1.427155E+06,-7.434403E-08,-1.287371E-07,-1.365560E+02,-2.094498E+00
+1.427231E+06,+5.539921E-07,+1.024161E-06,-1.186780E+02,+1.074949E+00
+1.427307E+06,-9.068844E-07,-8.938472E-07,-1.179011E+02,-2.363434E+00
+1.427383E+06,+5.005566E-07,+4.981946E-07,-1.230211E+02,+7.830332E-01
+1.427460E+06,-2.495324E-07,-2.832648E-07,-1.284617E+02,-2.292967E+00
+1.427536E+06,+3.254294E-07,-3.038357E-07,-1.270285E+02,-7.510960E-01
+1.427612E+06,+7.241243E-08,+6.868989E-07,-1.232141E+02,+1.465765E+00
+1.427689E+06,+2.965796E-08,-3.449565E-07,-1.292127E+02,-1.485031E+00
+1.427765E+06,-9.736883E-08,+1.960618E-07,-1.331947E+02,+2.031739E+00
+1.427841E+06,-1.006391E-06,-4.158528E-07,-1.192600E+02,-2.749749E+00
+1.427917E+06,+1.461948E-06,-8.532294E-08,-1.166866E+02,-5.829636E-02
+1.427994E+06,-6.868594E-07,+5.648495E-07,-1.210192E+02,+2.453362E+00
+1.428070E+06,+3.532235E-07,-2.543275E-07,-1.272251E+02,-6.240354E-01
+1.428146E+06,-3.719115E-07,+2.168531E-07,-1.273202E+02,+2.613709E+00
+1.428223E+06,+5.255239E-08,-5.437819E-07,-1.252511E+02,-1.474453E+00
+1.428299E+06,+6.723742E-08,+6.185006E-07,-1.241222E+02,+1.462511E+00
+1.428375E+06,+6.949879E-08,-6.289658E-08,-1.405621E+02,-7.355721E-01
+1.428452E+06,-2.093553E-08,-2.011253E-07,-1.338839E+02,-1.674515E+00
+1.428528E+06,-7.090865E-07,-3.601850E-07,-1.219891E+02,-2.671600E+00
+1.428604E+06,+1.027390E-06,+1.883972E-08,-1.197638E+02,+1.833540E-02
+1.428680E+06,+2.245066E-07,+6.207558E-07,-1.236077E+02,+1.223766E+00
+1.428757E+06,-1.406608E-06,-2.187694E-08,-1.170355E+02,-3.126041E+00
+1.428833E+06,+9.544277E-07,+2.957678E-08,-1.204010E+02,+3.097911E-02
+1.428909E+06,+6.036328E-08,-6.458249E-07,-1.237599E+02,-1.477600E+00
+1.428986E+06,+7.033510E-08,+3.067855E-07,-1.300408E+02,+1.345426E+00
+1.429062E+06,-5.265971E-07,+4.046815E-07,-1.235549E+02,+2.486366E+00
+1.429138E+06,+6.717330E-07,-1.230299E-06,-1.170667E+02,-1.071036E+00
+1.429214E+06,-8.383400E-07,+1.190988E-06,-1.167340E+02,+2.184137E+00
+1.429291E+06,+6.177013E-07,-5.470278E-07,-1.216698E+02,-7.247944E-01
+1.429367E+06,-2.391869E-07,+2.660166E-07,-1.289287E+02,+2.303138E+00
+1.429443E+06,+3.408498E-07,-1.649085E-07,-1.284353E+02,-4.506167E-01
+1.429520E+06,-1.130136E-06,+3.047330E-07,-1.186326E+02,+2.878214E+00
+1.429596E+06,+1.038505E-06,-8.271950E-08,-1.196444E+02,-7.948470E-02
+1.429672E+06,-3.102423E-07,-5.843497E-08,-1.300146E+02,-2.955421E+00
+1.429749E+06,+7.911481E-07,+8.605038E-09,-1.220343E+02,+1.087622E-02
+1.429825E+06,-1.118703E-06,-1.988927E-07,-1.188905E+02,-2.965642E+00
+1.429901E+06,+2.233859E-07,+1.324612E-07,-1.317104E+02,+5.352346E-01
+1.429977E+06,+3.388340E-07,-5.898766E-07,-1.233464E+02,-1.049402E+00
+1.430054E+06,+3.907058E-07,+1.166347E-06,-1.182016E+02,+1.247562E+00
+1.430130E+06,-8.602134E-07,-2.599799E-07,-1.209283E+02,-2.848094E+00
+1.430206E+06,+1.161666E-07,-9.008501E-07,-1.208353E+02,-1.442552E+00
+1.430283E+06,+3.838329E-07,+5.204746E-07,-1.237859E+02,+9.353647E-01
+1.430359E+06,+3.596206E-07,+1.591092E-07,-1.281067E+02,+4.165461E-01
+1.430435E+06,-8.716479E-07,-4.363391E-08,-1.211823E+02,-3.091575E+00
+1.430511E+06,+4.951497E-07,-9.232561E-08,-1.259568E+02,-1.843431E-01
+1.430588E+06,-6.940685E-07,+5.975477E-07,-1.207634E+02,+2.430785E+00
+1.430664E+06,+7.531743E-07,-9.557672E-07,-1.182951E+02,-9.033962E-01
+1.430740E+06,-3.543344E-08,+2.097144E-07,-1.334452E+02,+1.738176E+00
+1.430817E+06,+2.042503E-07,+4.516895E-07,-1.260952E+02,+1.146121E+00
+1.430893E+06,-7.451840E-07,-1.982717E-07,-1.222577E+02,-2.881546E+00
+1.430969E+06,+6.300770E-07,+2.018547E-08,-1.240077E+02,+3.202556E-02
+1.431046E+06,-5.198385E-07,-4.765086E-07,-1.230339E+02,-2.399656E+00
+1.431122E+06,+2.455117E-08,+1.661515E-07,-1.354961E+02,+1.424094E+00
+1.431198E+06,+4.848433E-07,+2.881094E-07,-1.249746E+02,+5.361676E-01
+1.431274E+06,-9.398149E-08,+4.337415E-07,-1.270561E+02,+1.784174E+00
+1.431351E+06,-1.552440E-07,-6.377126E-07,-1.236575E+02,-1.809590E+00
+1.431427E+06,-3.438179E-07,+2.944827E-07,-1.268839E+02,+2.433333E+00
+1.431503E+06,+5.380031E-07,-4.027436E-07,-1.234520E+02,-6.425980E-01
+1.431580E+06,-1.774809E-08,+7.880323E-07,-1.220669E+02,+1.593315E+00
+1.431656E+06,-3.557887E-07,-6.332278E-07,-1.227773E+02,-2.082704E+00
+1.431732E+06,+2.786394E-08,-4.817747E-08,-1.450899E+02,-1.046440E+00
+1.431808E+06,-1.137483E-07,+4.947935E-08,-1.381285E+02,+2.731291E+00
+1.431885E+06,+7.629545E-07,+4.020874E-07,-1.212856E+02,+4.850242E-01
+1.431961E+06,-3.248780E-07,-3.388766E-07,-1.265682E+02,-2.335108E+00
+1.432037E+06,-2.970437E-07,+8.177621E-10,-1.305435E+02,+3.138840E+00
+1.432114E+06,+1.562935E-08,+1.175979E-07,-1.385160E+02,+1.438666E+00
+1.432190E+06,+3.997698E-07,-5.482993E-07,-1.233682E+02,-9.408002E-01
+1.432266E+06,-5.754994E-08,+9.423290E-07,-1.204998E+02,+1.631793E+00
+1.432343E+06,-1.202614E-06,-5.117325E-07,-1.176747E+02,-2.739284E+00
+1.432419E+06,+1.513863E-06,-5.088165E-07,-1.159334E+02,-3.242428E-01
+1.432495E+06,-7.756956E-07,+9.197842E-07,-1.183932E+02,+2.271414E+00
+1.432571E+06,+4.193735E-08,-7.320165E-07,-1.226954E+02,-1.513569E+00
+1.432648E+06,+5.079095E-07,+5.859160E-07,-1.222093E+02,+8.565929E-01
+1.432724E+06,-1.318129E-07,-4.367353E-07,-1.268170E+02,-1.863917E+00
+1.432800E+06,-3.148998E-07,+9.015777E-07,-1.204000E+02,+1.906826E+00
+1.432877E+06,-1.386893E-07,-1.372050E-06,-1.172085E+02,-1.671536E+00
+1.432953E+06,+2.962906E-07,+1.107748E-06,-1.188111E+02,+1.309443E+00
+1.433029E+06,+7.007370E-07,-4.419766E-07,-1.216344E+02,-5.627099E-01
+1.433105E+06,-1.288488E-06,+2.193159E-07,-1.176744E+02,+2.972997E+00
+1.433182E+06,+5.074189E-07,-6.561933E-07,-1.216237E+02,-9.125639E-01
+1.433258E+06,+2.384811E-07,+6.951404E-07,-1.226753E+02,+1.240309E+00
+1.433334E+06,-3.550662E-07,-2.543439E-07,-1.271951E+02,-2.519992E+00
+1.433411E+06,+5.475151E-07,-6.360175E-08,-1.251739E+02,-1.156460E-01
+1.433487E+06,-8.626208E-07,-1.234213E-07,-1.211956E+02,-2.999480E+00
+1.433563E+06,+9.374695E-07,+4.308217E-08,-1.205517E+02,+4.592350E-02
+1.433640E+06,-4.831497E-07,+5.647339E-07,-1.225778E+02,+2.278495E+00
+1.433716E+06,-3.307064E-07,-8.913227E-07,-1.204392E+02,-1.926081E+00
+1.433792E+06,+5.796494E-07,+9.581198E-07,-1.190171E+02,+1.026718E+00
+1.433868E+06,-6.819878E-07,-7.868978E-07,-1.196484E+02,-2.284894E+00
+1.433945E+06,+9.978434E-07,+5.206139E-07,-1.189732E+02,+4.808872E-01
+1.434021E+06,-1.101919E-06,-1.224440E-07,-1.191037E+02,-3.030928E+00
+1.434097E+06,+1.400140E-06,-1.365150E-07,-1.170355E+02,-9.719373E-02
+1.434174E+06,-1.588009E-06,+3.072082E-07,-1.158234E+02,+2.950498E+00
+1.434250E+06,+1.211659E-06,-8.749421E-07,-1.165099E+02,-6.254063E-01
+1.434326E+06,-1.022940E-07,+1.299611E-06,-1.176969E+02,+1.649346E+00
+1.434402E+06,-1.153312E-06,-1.290020E-06,-1.152371E+02,-2.300301E+00
+1.434479E+06,+1.369967E-06,+1.051862E-06,-1.152531E+02,+6.547968E-01
