FFT Length,65536
Record Length,32768
FFT Sample Rate,+5.000000E+06,
Delta Frequency,+7.629395E+01,
Start Frequency,+0.000000E+00,
Stop Frequency,+2.500000E+06,
Vertical Units,F1:,Real part,Vrms,Imaginary part,Vrms,Magnitude,dBV,
Model,SDS814X HD
Serial Number,SDS08A0Q809397
Software Version,3.8.12.1.1.3.8
SourceF1:
Frequency,Real part,Imaginary part,Magnitude,Angle
+8.135223E+05,+3.738521E-07,+3.166316E-07,-1.261975E+02,+7.027170E-01
+8.135986E+05,-1.076699E-06,-6.169323E-07,-1.181251E+02,-2.621274E+00
+8.136749E+05,+1.114342E-06,+3.261290E-07,-1.187027E+02,+2.847140E-01
+8.137512E+05,+2.683298E-07,-3.237130E-07,-1.275254E+02,-8.786726E-01
+8.138275E+05,-7.129767E-07,+1.794977E-07,-1.226716E+02,+2.894960E+00
+8.139038E+05,+1.919816E-07,+6.066633E-08,-1.339214E+02,+3.060710E-01
+8.139801E+05,-5.374955E-07,+3.076379E-07,-1.241619E+02,+2.621749E+00
+8.140564E+05,+7.334178E-07,-3.578565E-07,-1.217655E+02,-4.539450E-01
+8.141327E+05,-6.104378E-07,-9.597337E-08,-1.241811E+02,-2.985649E+00
+8.142090E+05,+9.206562E-07,+2.911481E-08,-1.207137E+02,+3.161344E-02
+8.142853E+05,-1.318443E-06,+5.939904E-07,-1.167962E+02,+2.718303E+00
+8.143616E+05,+1.052427E-06,-6.575468E-07,-1.181249E+02,-5.584488E-01
+8.144379E+05,+3.300724E-08,+1.192433E-07,-1.381507E+02,+1.300752E+00
+8.145142E+05,-1.180252E-07,+9.911685E-08,-1.362426E+02,+2.443054E+00
+8.145905E+05,-3.643406E-07,+2.183078E-07,-1.274376E+02,+2.601772E+00
+8.146667E+05,+4.598459E-07,-9.058511E-07,-1.198631E+02,-1.101056E+00
+8.147430E+05,-3.846815E-07,+1.028248E-06,-1.191891E+02,+1.928789E+00
+8.148193E+05,-1.858955E-07,-4.593684E-07,-1.260981E+02,-1.955328E+00
+8.148956E+05,+9.106305E-07,-5.220056E-07,-1.195792E+02,-5.205071E-01
+8.149719E+05,-1.062833E-06,+1.475571E-06,-1.148058E+02,+2.195008E+00
+8.150482E+05,+4.804076E-07,-9.958007E-07,-1.191278E+02,-1.121300E+00
+8.151245E+05,+3.271878E-07,+4.136106E-08,-1.296352E+02,+1.257468E-01
+8.152008E+05,-5.233765E-07,+3.220988E-07,-1.242289E+02,+2.589909E+00
+8.152771E+05,+1.955341E-07,-8.674313E-07,-1.210200E+02,-1.349085E+00
+8.153534E+05,+2.213107E-07,+9.409014E-07,-1.202953E+02,+1.339784E+00
+8.154297E+05,-4.290061E-07,-9.360185E-08,-1.271488E+02,-2.926776E+00
+8.155060E+05,-2.898923E-07,-3.885134E-07,-1.262897E+02,-2.211834E+00
+8.155823E+05,+1.071679E-06,+4.112684E-08,-1.193923E+02,+3.835724E-02
+8.156586E+05,-6.808264E-07,+3.133835E-07,-1.225047E+02,+2.710207E+00
+8.157349E+05,+8.225531E-08,-2.566387E-07,-1.313889E+02,-1.260631E+00
+8.158112E+05,+2.388273E-07,+3.280176E-07,-1.278348E+02,+9.414639E-01
+8.158875E+05,-3.719592E-07,-2.218870E-07,-1.272680E+02,-2.603724E+00
+8.159637E+05,-2.911859E-07,-7.430926E-07,-1.219588E+02,-1.944263E+00
+8.160400E+05,+5.675709E-07,+1.174355E-06,-1.176923E+02,+1.120594E+00
+8.161163E+05,-4.577556E-07,-2.072659E-07,-1.259774E+02,-2.716423E+00
+8.161926E+05,+6.331135E-07,-2.549014E-07,-1.233179E+02,-3.827592E-01
+8.162689E+05,-3.571423E-07,-1.129288E-07,-1.285293E+02,-2.835339E+00
+8.163452E+05,+4.540670E-07,+2.904565E-07,-1.253679E+02,+5.690845E-01
+8.164215E+05,-3.278398E-07,-5.724968E-07,-1.236128E+02,-2.090862E+00
+8.164978E+05,-3.535678E-07,+6.986127E-07,-1.221249E+02,+2.039312E+00
+8.165741E+05,-2.088067E-07,-7.830786E-07,-1.218256E+02,-1.831382E+00
+8.166504E+05,+6.184594E-07,+6.809078E-07,-1.207256E+02,+8.334218E-01
+8.167267E+05,-4.896786E-08,-2.226447E-08,-1.453857E+02,-2.714858E+00
+8.168030E+05,-1.078455E-07,-6.409010E-07,-1.237429E+02,-1.737506E+00
+8.168793E+05,+8.602205E-08,+5.378961E-07,-1.252764E+02,+1.412216E+00
+8.169556E+05,+2.310287E-07,+1.152085E-07,-1.317622E+02,+4.625879E-01
+8.170319E+05,-3.603011E-07,-6.460029E-07,-1.226190E+02,-2.079562E+00
+8.171082E+05,+1.532433E-08,+4.226709E-07,-1.274743E+02,+1.534556E+00
+8.171844E+05,-1.988150E-07,+7.221576E-07,-1.225101E+02,+1.839448E+00
+8.172607E+05,+2.729721E-07,-1.263022E-06,-1.177735E+02,-1.357944E+00
+8.173370E+05,+1.686035E-07,+6.350816E-07,-1.236476E+02,+1.311299E+00
+8.174133E+05,-4.477443E-07,+2.350274E-08,-1.269675E+02,+3.089149E+00
+8.174896E+05,+1.365205E-07,-3.101620E-07,-1.293991E+02,-1.156156E+00
+8.175659E+05,+4.260657E-07,+6.579597E-07,-1.221152E+02,+9.961412E-01
+8.176422E+05,-3.597158E-07,-6.626535E-07,-1.224527E+02,-2.068127E+00
+8.177185E+05,-3.486250E-08,+2.791137E-07,-1.310171E+02,+1.695057E+00
+8.177948E+05,+4.355719E-07,+9.829159E-08,-1.270031E+02,+2.219435E-01
+8.178711E+05,-6.997337E-07,-1.702695E-07,-1.228515E+02,-2.902897E+00
+8.179474E+05,+6.065734E-07,+2.130364E-07,-1.238372E+02,+3.377549E-01
+8.180237E+05,-2.345005E-07,-5.106013E-07,-1.250072E+02,-2.001327E+00
+8.181000E+05,+7.306669E-09,+4.597092E-07,-1.267492E+02,+1.554904E+00
+8.181763E+05,-6.029892E-07,-2.391163E-07,-1.237595E+02,-2.764063E+00
+8.182526E+05,+1.358478E-06,+6.407776E-07,-1.164665E+02,+4.407425E-01
+8.183289E+05,-1.265458E-06,-1.092560E-06,-1.155361E+02,-2.429387E+00
+8.184052E+05,+6.150905E-07,+2.335682E-07,-1.236362E+02,+3.629109E-01
+8.184814E+05,-3.041647E-07,+4.565728E-07,-1.252147E+02,+2.158470E+00
+8.185577E+05,+9.569313E-08,-1.628493E-08,-1.402584E+02,-1.685638E-01
+8.186340E+05,+9.032360E-08,-2.613442E-07,-1.311657E+02,-1.238036E+00
+8.187103E+05,+1.742456E-07,+1.760034E-07,-1.321227E+02,+7.904168E-01
+8.187866E+05,-6.191875E-07,-5.287369E-07,-1.217852E+02,-2.434827E+00
+8.188629E+05,+1.014512E-06,+1.144466E-06,-1.163096E+02,+8.455178E-01
+8.189392E+05,-1.201340E-06,-9.751440E-07,-1.162085E+02,-2.459750E+00
+8.190155E+05,+7.773833E-07,+1.211924E-07,-1.220830E+02,+1.546530E-01
+8.190918E+05,+4.100353E-07,+3.311515E-07,-1.255628E+02,+6.793682E-01
+8.191681E+05,-9.990962E-07,+4.506055E-08,-1.199990E+02,+3.096522E+00
+8.192444E+05,+5.593582E-07,-5.012886E-07,-1.224859E+02,-7.307035E-01
+8.193207E+05,-4.009511E-07,+7.870296E-07,-1.210781E+02,+2.041974E+00
+8.193970E+05,+1.674160E-07,-4.118716E-07,-1.270407E+02,-1.184720E+00
+8.194733E+05,+1.570620E-07,-6.706948E-07,-1.232376E+02,-1.340763E+00
+8.195496E+05,+1.058954E-08,+9.962256E-07,-1.200324E+02,+1.560167E+00
+8.196259E+05,-1.040374E-07,-3.494899E-07,-1.287626E+02,-1.860127E+00
+8.197021E+05,+5.004149E-08,+3.593219E-07,-1.288069E+02,+1.432420E+00
+8.197784E+05,-3.261167E-07,-4.220581E-07,-1.254594E+02,-2.228657E+00
+8.198547E+05,+7.473233E-07,-2.473666E-07,-1.220783E+02,-3.196522E-01
+8.199310E+05,-4.255679E-07,+1.246547E-07,-1.270631E+02,+2.856650E+00
+8.200073E+05,-1.757780E-08,-5.021423E-07,-1.259781E+02,-1.605788E+00
+8.200836E+05,+5.365145E-07,+1.517280E-06,-1.158670E+02,+1.230915E+00
+8.201599E+05,-1.117530E-06,-8.441078E-07,-1.170744E+02,-2.494687E+00
+8.202362E+05,+9.056727E-07,-2.796604E-07,-1.204650E+02,-2.994991E-01
+8.203125E+05,-5.965614E-07,+1.083984E-07,-1.243458E+02,+2.961848E+00
+8.203888E+05,+2.161872E-07,+4.001359E-07,-1.268435E+02,+1.075443E+00
+8.204651E+05,+4.765307E-08,-1.893490E-07,-1.341880E+02,-1.324248E+00
+8.205414E+05,+9.360303E-08,+3.017845E-07,-1.300072E+02,+1.270040E+00
+8.206177E+05,+2.120635E-07,-6.497239E-07,-1.233058E+02,-1.255308E+00
+8.206940E+05,-3.528940E-07,+3.699444E-07,-1.258271E+02,+2.332611E+00
+8.207703E+05,+5.398006E-07,-3.592200E-07,-1.237631E+02,-5.871723E-01
+8.208466E+05,-1.392834E-06,-5.033414E-08,-1.171163E+02,-3.105470E+00
+8.209229E+05,+1.215932E-06,+8.190282E-07,-1.166770E+02,+5.927738E-01
+8.209991E+05,-3.381978E-07,-5.597220E-07,-1.236889E+02,-2.114316E+00
+8.210754E+05,-2.958555E-07,-1.399549E-07,-1.297014E+02,-2.699735E+00
+8.211517E+05,+6.652726E-07,+2.281664E-07,-1.230570E+02,+3.303955E-01
+8.212280E+05,-6.180947E-07,-5.820107E-08,-1.241406E+02,-3.047707E+00
+8.213043E+05,+5.195292E-07,+1.318336E-07,-1.254168E+02,+2.485105E-01
+8.213806E+05,-1.103078E-08,-1.974628E-07,-1.340768E+02,-1.626601E+00
+8.214569E+05,-7.822652E-07,+6.795042E-07,-1.196913E+02,+2.426378E+00
+8.215332E+05,+5.242045E-07,-7.153500E-07,-1.210429E+02,-9.383980E-01
+8.216095E+05,+5.885950E-07,-2.999743E-07,-1.236009E+02,-4.713336E-01
+8.216858E+05,-8.501784E-07,+4.347176E-07,-1.204011E+02,+2.668926E+00
+8.217621E+05,+6.766127E-07,+3.750094E-07,-1.222298E+02,+5.060967E-01
+8.218384E+05,-7.363911E-07,-4.870757E-07,-1.210818E+02,-2.557220E+00
+8.219147E+05,-1.058596E-07,-2.558883E-08,-1.392588E+02,-2.904418E+00
+8.219910E+05,+1.073853E-06,+2.500387E-08,-1.193787E+02,+2.328005E-02
+8.220673E+05,-5.706050E-07,+6.284532E-07,-1.214234E+02,+2.307987E+00
+8.221436E+05,-3.374053E-07,-8.477683E-07,-1.207959E+02,-1.949571E+00
+8.222198E+05,+6.687143E-07,+5.602734E-07,-1.211857E+02,+6.973901E-01
+8.222961E+05,-8.495344E-07,-4.650393E-07,-1.202781E+02,-2.640744E+00
+8.223724E+05,+5.833601E-07,-1.943319E-07,-1.242242E+02,-3.215631E-01
+8.224487E+05,+9.683697E-08,+7.986657E-07,-1.218893E+02,+1.450137E+00
+8.225250E+05,-5.118661E-07,+2.802450E-07,-1.246783E+02,+2.640673E+00
+8.226013E+05,+1.886503E-07,-1.343587E-06,-1.173499E+02,-1.431300E+00
+8.226776E+05,+6.269748E-07,+7.429955E-07,-1.202450E+02,+8.698850E-01
+8.227539E+05,-7.400826E-07,+4.274433E-08,-1.225999E+02,+3.083901E+00
+8.228302E+05,+1.972161E-07,-2.059203E-07,-1.308992E+02,-8.069861E-01
+8.229065E+05,+2.264698E-07,+3.189966E-07,-1.281517E+02,+9.534275E-01
+8.229828E+05,-2.037897E-07,-1.593821E-07,-1.317436E+02,-2.477868E+00
+8.230591E+05,+1.841096E-07,-2.371328E-07,-1.304514E+02,-9.106130E-01
+8.231354E+05,-1.546613E-07,-1.841694E-07,-1.323778E+02,-2.269326E+00
+8.232117E+05,-2.427955E-07,+1.076930E-06,-1.191409E+02,+1.792540E+00
+8.232880E+05,+1.331703E-07,-1.040447E-06,-1.195850E+02,-1.443495E+00
+8.233643E+05,+2.813787E-07,+4.970135E-07,-1.248652E+02,+1.055647E+00
+8.234406E+05,-8.786966E-07,-3.382467E-07,-1.205231E+02,-2.774135E+00
+8.235168E+05,+1.357858E-06,-2.231487E-07,-1.172272E+02,-1.628829E-01
+8.235931E+05,-1.024868E-06,+1.502850E-06,-1.148032E+02,+2.169305E+00
+8.236694E+05,-6.079181E-07,-1.654357E-06,-1.150773E+02,-1.922945E+00
+8.237457E+05,+2.449678E-06,+4.547700E-07,-1.120707E+02,+1.835552E-01
+8.238220E+05,-2.306653E-06,-7.455129E-08,-1.127358E+02,-3.109284E+00
+8.238983E+05,+9.006919E-07,+8.150459E-07,-1.183105E+02,+7.355217E-01
+8.239746E+05,-1.470590E-07,-1.034248E-06,-1.196206E+02,-1.712039E+00
+8.240509E+05,+8.670672E-07,+3.997299E-07,-1.204020E+02,+4.319751E-01
+8.241272E+05,-1.414440E-06,+3.761189E-07,-1.166916E+02,+2.881693E+00
+8.242035E+05,+9.991259E-07,-9.579866E-07,-1.171761E+02,-7.643809E-01
+8.242798E+05,-7.465882E-07,+9.146038E-07,-1.185577E+02,+2.255396E+00
+8.243561E+05,+2.343107E-07,-2.371839E-07,-1.295406E+02,-7.914920E-01
+8.244324E+05,+5.780068E-07,+4.271392E-08,-1.247377E+02,+7.376456E-02
+8.245087E+05,-6.168279E-07,+2.280055E-07,-1.236405E+02,+2.787528E+00
+8.245850E+05,+3.403561E-07,-8.966494E-07,-1.203630E+02,-1.208011E+00
+8.246613E+05,-6.878442E-07,+5.316603E-07,-1.212160E+02,+2.483573E+00
+8.247375E+05,+9.969702E-07,+1.231210E-07,-1.199606E+02,+1.228731E-01
+8.248138E+05,-5.256584E-07,-1.756988E-07,-1.251260E+02,-2.819022E+00
+8.248901E+05,-9.117631E-08,-1.183123E-07,-1.365148E+02,-2.227377E+00
+8.249664E+05,+1.967598E-07,+2.551923E-07,-1.298365E+02,+9.139740E-01
+8.250427E+05,-2.148512E-07,-1.303920E-07,-1.319954E+02,-2.596119E+00
+8.251190E+05,+1.083138E-06,-6.628310E-07,-1.179249E+02,-5.491630E-01
+8.251953E+05,-1.767557E-06,+1.391490E-06,-1.129581E+02,+2.474681E+00
+8.252716E+05,+6.509624E-07,-7.072307E-07,-1.203436E+02,-8.268033E-01
+8.253479E+05,+6.545320E-07,-1.688028E-07,-1.234017E+02,-2.523986E-01
+8.254242E+05,-7.811347E-07,+7.093197E-07,-1.195339E+02,+2.404341E+00
+8.255005E+05,-9.875566E-08,-9.728669E-07,-1.201944E+02,-1.671960E+00
+8.255768E+05,+9.470087E-07,+1.636376E-07,-1.203451E+02,+1.711046E-01
+8.256531E+05,+1.248557E-08,+1.062715E-06,-1.194711E+02,+1.559048E+00
+8.257294E+05,-1.424246E-06,-9.372879E-07,-1.153656E+02,-2.559548E+00
+8.258057E+05,+1.239822E-06,+2.261813E-07,-1.179906E+02,+1.804462E-01
+8.258820E+05,-4.247016E-07,-3.753861E-07,-1.249311E+02,-2.417754E+00
+8.259583E+05,+1.186247E-07,+9.814079E-07,-1.201000E+02,+1.450508E+00
+8.260345E+05,-7.009372E-08,-1.117016E-06,-1.190218E+02,-1.633465E+00
+8.261108E+05,-7.054223E-08,+6.112526E-07,-1.242181E+02,+1.685694E+00
+8.261871E+05,+3.906544E-08,-3.073853E-07,-1.301768E+02,-1.444385E+00
+8.262634E+05,+1.738155E-07,+2.101952E-07,-1.312846E+02,+8.798522E-01
+8.263397E+05,-3.082265E-08,-1.617086E-07,-1.356703E+02,-1.759143E+00
+8.264160E+05,-1.178792E-07,+1.894432E-07,-1.330291E+02,+2.127409E+00
+8.264923E+05,+1.667306E-07,-2.053677E-07,-1.315506E+02,-8.888630E-01
+8.265686E+05,-1.405314E-07,-1.102644E-07,-1.349611E+02,-2.476298E+00
+8.266449E+05,+9.189625E-08,+5.082941E-07,-1.257380E+02,+1.391935E+00
+8.267212E+05,+4.720254E-08,-6.163630E-07,-1.241779E+02,-1.494363E+00
+8.267975E+05,-5.549055E-07,+5.723986E-07,-1.219684E+02,+2.340678E+00
+8.268738E+05,+7.523167E-08,-5.598857E-07,-1.249603E+02,-1.437227E+00
+8.269501E+05,+7.075507E-07,+6.695371E-07,-1.202278E+02,+7.578008E-01
+8.270264E+05,-7.974859E-07,-2.365856E-07,-1.215992E+02,-2.853199E+00
+8.271027E+05,+5.191186E-07,-2.786677E-07,-1.245950E+02,-4.926596E-01
+8.271790E+05,+4.243054E-07,+2.969168E-07,-1.257155E+02,+6.105726E-01
+8.272552E+05,-9.450576E-07,+4.339145E-08,-1.204817E+02,+3.095711E+00
+8.273315E+05,+3.041799E-07,-9.738554E-07,-1.198258E+02,-1.268052E+00
+8.274078E+05,-6.656203E-08,+1.595801E-06,-1.159329E+02,+1.612483E+00
+8.274841E+05,+8.911001E-07,-1.055112E-06,-1.171958E+02,-8.694720E-01
+8.275604E+05,-8.530039E-07,+4.839027E-07,-1.201693E+02,+2.625570E+00
+8.276367E+05,-4.329070E-07,-1.018957E-06,-1.191162E+02,-1.972542E+00
+8.277130E+05,+1.002181E-06,+7.628978E-07,-1.179959E+02,+6.506543E-01
+8.277893E+05,-3.307959E-08,+4.207451E-07,-1.274929E+02,+1.649256E+00
+8.278656E+05,-7.934892E-07,-1.966703E-07,-1.217503E+02,-2.898634E+00
+8.279419E+05,+8.511106E-07,-1.222564E-07,-1.213116E+02,-1.426675E-01
+8.280182E+05,-1.356908E-06,-2.433886E-07,-1.172115E+02,-2.964110E+00
+8.280945E+05,+1.866059E-06,+1.116417E-07,-1.145660E+02,+5.975631E-02
+8.281708E+05,-1.392813E-06,+2.007532E-07,-1.170328E+02,+2.998444E+00
+8.282471E+05,+4.349741E-07,-2.633743E-07,-1.258742E+02,-5.444496E-01
+8.283234E+05,-1.788076E-07,+2.502398E-07,-1.302415E+02,+2.191217E+00
+8.283997E+05,+4.371294E-07,-4.676188E-07,-1.238748E+02,-8.190848E-01
+8.284760E+05,-2.842144E-07,+6.976865E-07,-1.224600E+02,+1.957637E+00
+8.285522E+05,+2.793104E-07,+6.416697E-08,-1.308549E+02,+2.258153E-01
+8.286285E+05,-1.553037E-07,-8.781844E-07,-1.209945E+02,-1.745833E+00
+8.287048E+05,-1.931484E-07,+6.037365E-07,-1.239599E+02,+1.880428E+00
+8.287811E+05,-4.432644E-07,+6.812064E-08,-1.269654E+02,+2.989106E+00
+8.288574E+05,+8.651706E-07,-3.270097E-07,-1.206780E+02,-3.613731E-01
+8.289337E+05,-2.968124E-07,-6.413611E-08,-1.303522E+02,-2.928782E+00
+8.290100E+05,+1.935723E-07,+4.863184E-07,-1.256229E+02,+1.191984E+00
+8.290863E+05,-7.878818E-07,-4.612931E-07,-1.207907E+02,-2.611914E+00
+8.291626E+05,+8.408232E-07,+2.465403E-07,-1.211477E+02,+2.852186E-01
+8.292389E+05,-3.685954E-07,-2.496493E-07,-1.270292E+02,-2.546265E+00
+8.293152E+05,+4.642108E-07,+1.422517E-07,-1.262759E+02,+2.973525E-01
+8.293915E+05,-6.496779E-07,+2.799719E-07,-1.230063E+02,+2.734702E+00
+8.294678E+05,+3.241363E-08,-6.427114E-07,-1.238287E+02,-1.520406E+00
+8.295441E+05,+6.307595E-07,+1.318699E-07,-1.238169E+02,+2.060968E-01
+8.296204E+05,-1.091983E-07,+9.177803E-07,-1.206842E+02,+1.689220E+00
+8.296967E+05,-1.074794E-06,-1.044980E-06,-1.164837E+02,-2.370258E+00
+8.297729E+05,+1.499430E-06,+1.201846E-07,-1.164537E+02,+7.998254E-02
+8.298492E+05,-9.682534E-07,+8.538567E-07,-1.177817E+02,+2.418895E+00
+8.299255E+05,+5.150205E-07,-1.367778E-06,-1.167039E+02,-1.210678E+00
+8.300018E+05,-6.699405E-07,+1.185498E-06,-1.173184E+02,+2.085169E+00
+8.300781E+05,+2.234186E-07,-7.393795E-07,-1.222432E+02,-1.277349E+00
+8.301544E+05,+8.887192E-07,+2.659369E-07,-1.206523E+02,+2.907558E-01
+8.302307E+05,-5.492782E-07,+7.783638E-07,-1.204213E+02,+2.185326E+00
+8.303070E+05,-4.301953E-07,-1.241866E-06,-1.176263E+02,-1.904270E+00
+8.303833E+05,-9.090559E-09,+5.600074E-07,-1.250350E+02,+1.587028E+00
+8.304596E+05,+3.962433E-07,-1.307713E-07,-1.275918E+02,-3.187726E-01
+8.305359E+05,+7.637391E-08,-7.085041E-08,-1.396446E+02,-7.478982E-01
+8.306122E+05,-5.346848E-07,+2.409690E-07,-1.246350E+02,+2.718178E+00
+8.306885E+05,+5.552939E-07,+6.325734E-07,-1.214966E+02,+8.503640E-01
+8.307648E+05,-1.281028E-07,-1.370118E-06,-1.172270E+02,-1.664023E+00
+8.308411E+05,+2.164075E-07,+6.034294E-07,-1.238620E+02,+1.226455E+00
+8.309174E+05,-4.138034E-07,+3.201222E-07,-1.256271E+02,+2.483152E+00
+8.309937E+05,-5.263976E-09,-3.357037E-07,-1.294798E+02,-1.586475E+00
+8.310699E+05,-5.207549E-08,-3.372023E-07,-1.293398E+02,-1.724020E+00
+8.311462E+05,+3.903126E-07,+1.289356E-06,-1.174118E+02,+1.276847E+00
+8.312225E+05,-1.662198E-07,-1.313903E-06,-1.175598E+02,-1.696636E+00
+8.312988E+05,-4.903056E-07,+3.179822E-07,-1.246659E+02,+2.566245E+00
+8.313751E+05,+5.850309E-07,-3.343547E-07,-1.234289E+02,-5.192122E-01
+8.314514E+05,+4.204885E-08,+8.940981E-07,-1.209627E+02,+1.523802E+00
+8.315277E+05,+3.584434E-07,-1.879201E-07,-1.278570E+02,-4.828724E-01
+8.316040E+05,-8.650215E-07,-7.276527E-07,-1.189356E+02,-2.442232E+00
+8.316803E+05,+3.149562E-07,+8.750657E-07,-1.206301E+02,+1.225309E+00
+8.317566E+05,+7.056749E-08,-2.822701E-07,-1.307234E+02,-1.325818E+00
+8.318329E+05,-1.496814E-07,-3.570826E-07,-1.282416E+02,-1.967726E+00
+8.319092E+05,-1.060354E-07,-2.567984E-07,-1.311245E+02,-1.962385E+00
+8.319855E+05,+1.224903E-08,+1.024967E-06,-1.197852E+02,+1.558846E+00
+8.320618E+05,+2.991240E-07,-4.982331E-07,-1.247145E+02,-1.030105E+00
+8.321381E+05,-2.533877E-07,-1.175766E-07,-1.310774E+02,-2.707142E+00
+8.322144E+05,+5.609040E-07,+1.546152E-07,-1.247042E+02,+2.689738E-01
+8.322906E+05,-7.780924E-07,-2.432727E-07,-1.217743E+02,-2.838569E+00
+8.323669E+05,+3.519908E-07,+2.525649E-07,-1.272657E+02,+6.223963E-01
+8.324432E+05,+1.243820E-08,-2.144702E-07,-1.333581E+02,-1.512866E+00
+8.325195E+05,+1.145676E-07,+1.830167E-07,-1.333142E+02,+1.011482E+00
+8.325958E+05,-5.313557E-07,-2.540610E-07,-1.245981E+02,-2.695588E+00
+8.326721E+05,+1.295343E-06,+3.973965E-07,-1.173617E+02,+2.976731E-01
+8.327484E+05,-1.081630E-06,-2.490502E-07,-1.190941E+02,-2.915282E+00
+8.328247E+05,+1.032412E-07,+1.794365E-07,-1.336799E+02,+1.048689E+00
+8.329010E+05,+4.044468E-07,+2.625680E-08,-1.278445E+02,+6.482932E-02
+8.329773E+05,-5.207246E-07,-3.504043E-07,-1.240457E+02,-2.549275E+00
+8.330536E+05,+7.767320E-08,+7.745697E-07,-1.221753E+02,+1.470851E+00
+8.331299E+05,+1.746097E-08,-1.040302E-06,-1.196556E+02,-1.554013E+00
+8.332062E+05,+4.743545E-07,+3.759814E-07,-1.243607E+02,+6.702229E-01
+8.332825E+05,-4.267643E-07,+5.624261E-07,-1.230238E+02,+2.219901E+00
+8.333588E+05,+2.437206E-07,-1.229242E-06,-1.180398E+02,-1.375066E+00
+8.334351E+05,-8.156840E-07,+6.509065E-07,-1.196296E+02,+2.468079E+00
+8.335114E+05,+1.085901E-06,+3.524404E-07,-1.188492E+02,+3.138342E-01
+8.335876E+05,-9.256202E-08,-2.092911E-08,-1.404548E+02,-2.919223E+00
+8.336639E+05,-9.819520E-07,-4.439133E-08,-1.201493E+02,-3.096416E+00
+8.337402E+05,+1.043356E-06,-2.890505E-07,-1.193102E+02,-2.702609E-01
+8.338165E+05,-3.187622E-07,-1.884895E-07,-1.286284E+02,-2.607582E+00
+8.338928E+05,-9.791433E-08,+3.761693E-07,-1.282076E+02,+1.825439E+00
+8.339691E+05,-3.198787E-08,+4.729762E-07,-1.264834E+02,+1.638324E+00
+8.340454E+05,-5.209943E-07,-7.436882E-07,-1.208381E+02,-2.181895E+00
+8.341217E+05,+1.002167E-06,+3.791216E-07,-1.194003E+02,+3.616622E-01
+8.341980E+05,-7.039390E-07,-4.473828E-07,-1.215759E+02,-2.575449E+00
+8.342743E+05,+8.796144E-07,-1.527723E-07,-1.209851E+02,-1.719655E-01
+8.343506E+05,-6.638094E-07,+4.804078E-07,-1.217300E+02,+2.515128E+00
+8.344269E+05,-3.273112E-07,+1.314858E-07,-1.290511E+02,+2.759609E+00
+8.345032E+05,+6.955405E-08,-2.173378E-07,-1.328338E+02,-1.261069E+00
+8.345795E+05,+4.259534E-07,-2.831067E-07,-1.258239E+02,-5.865999E-01
+8.346558E+05,+3.984651E-07,+6.811915E-07,-1.220565E+02,+1.041514E+00
+8.347321E+05,-6.117585E-07,-5.673107E-07,-1.215733E+02,-2.393874E+00
+8.348083E+05,+1.749802E-07,+6.394271E-07,-1.235706E+02,+1.303684E+00
+8.348846E+05,-5.641217E-07,-8.938281E-07,-1.195188E+02,-2.133791E+00
+8.349609E+05,+1.140597E-06,+5.900435E-08,-1.188457E+02,+5.168503E-02
+8.350372E+05,-1.162024E-06,+8.047105E-07,-1.169944E+02,+2.535913E+00
+8.351135E+05,+8.096595E-07,-3.888795E-07,-1.209325E+02,-4.477638E-01
+8.351898E+05,-6.218365E-07,-1.571939E-07,-1.238575E+02,-2.893990E+00
+8.352661E+05,+4.032480E-07,+4.868027E-07,-1.239839E+02,+8.790002E-01
+8.353424E+05,-3.857962E-07,-5.081749E-07,-1.239032E+02,-2.220147E+00
+8.354187E+05,+7.583356E-07,-1.461329E-07,-1.222444E+02,-1.903687E-01
+8.354950E+05,-7.400847E-07,+1.081809E-07,-1.225226E+02,+2.996447E+00
+8.355713E+05,+9.556627E-07,+8.654353E-07,-1.177930E+02,+7.358931E-01
+8.356476E+05,-1.173840E-06,-7.617889E-07,-1.170814E+02,-2.565941E+00
+8.357239E+05,+8.799978E-08,-4.115773E-07,-1.275168E+02,-1.360157E+00
+8.358002E+05,+9.882466E-07,+2.800593E-07,-1.197672E+02,+2.761496E-01
+8.358765E+05,-9.229322E-07,+3.541812E-07,-1.201000E+02,+2.775167E+00
+8.359528E+05,+4.091248E-07,-3.362863E-07,-1.255211E+02,-6.879916E-01
+8.360291E+05,+3.716394E-08,+8.485069E-07,-1.214186E+02,+1.527025E+00
+8.361053E+05,+1.635452E-07,-7.192996E-07,-1.226429E+02,-1.347230E+00
+8.361816E+05,-1.295185E-06,+5.154835E-08,-1.177465E+02,+3.101814E+00
+8.362579E+05,+1.595348E-06,-4.057985E-07,-1.156706E+02,-2.490814E-01
+8.363342E+05,-2.071587E-07,+3.468172E-07,-1.278729E+02,+2.109238E+00
+8.364105E+05,-3.751745E-07,+4.457668E-07,-1.246921E+02,+2.270416E+00
+8.364868E+05,-3.808233E-07,-1.791890E-07,-1.275170E+02,-2.701797E+00
+8.365631E+05,+6.165084E-08,-5.070765E-07,-1.258348E+02,-1.449809E+00
+8.366394E+05,+7.698009E-07,+4.299218E-07,-1.210934E+02,+5.093338E-01
+8.367157E+05,-2.036250E-07,+7.062401E-08,-1.333301E+02,+2.807741E+00
+8.367920E+05,-4.732713E-07,-1.578579E-07,-1.260397E+02,-2.819650E+00
